review_reason,symbol,company_name,fmp_sector,fmp_industry,market_cap_b,mcap_tier,description,l1,l2,l3_themes,business_role,prefill_source,confidence,needs_review,boss_notes
ok,LUV,Southwest Airlines Co.,Industrials,"Airlines, Airports & Air Services",,,"Southwest Airlines Co. operates as a passenger airline company that provide scheduled air transportation services in the United States and near-international markets. As of December 31, 2021, the company operated a total fleet of 728 Boeing 737 aircrafts; and served 121 destinations in 42 states, the District of Columbia, and the Commonwealth of Puerto Rico, as well as 10 near-international countries, including Mexico, Jamaica, the Bahamas, Aruba, the Dominican Republic, Costa Rica, Belize, Cuba",工业与航天,航空公司,,,rule,0.70,0,
ok,MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,,,"Madrigal Pharmaceuticals, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of therapeutic candidates for the treatment of cardiovascular, metabolic, and liver diseases. Its lead product candidate is resmetirom, a liver-directed selective thyroid hormone receptor-ß agonist, which is in Phase III clinical trials for the treatment of non-alcoholic steatohepatitis. The company also develops MGL-3745, a backup compound to resmetirom. It has research, ",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,MEDP,"Medpace Holdings, Inc.",Healthcare,Medical - Diagnostics & Research,,,"Medpace Holdings, Inc. provides clinical research-based drug and medical device development services in North America, Europe, and Asia. It offers a suite of services supporting the clinical development process from Phase I to Phase IV in various therapeutic areas. The company also provides clinical development services to the pharmaceutical, biotechnology, and medical device industries; and development plan design, coordinated central laboratory, project management, regulatory affairs, clinical",创新药与生命科学,生命科学工具与CRO,,,rule,0.70,0,
ok,MGA,Magna International Inc.,Consumer Cyclical,Auto - Parts,,,"Magna International Inc. designs, engineers, and manufactures components, assemblies, systems, subsystems, and modules for original equipment manufacturers of vehicles and light trucks worldwide. It operates through four segments: Body Exteriors & Structures, Power & Vision, Seating Systems, and Complete Vehicles. The Body Exteriors & Structures segment provides body and chassis, exterior, and roof systems, as well as battery enclosures and engineering and testing services, including fascia and ",自动驾驶与机器人,电动车整车,自动驾驶/FSD;关税敞口,全球大型汽车零部件供应商，为整车厂提供车身、动力、座椅及整车组装系统。,llm,0.70,0,
ok,MKC,"McCormick & Company, Incorporated",Consumer Defensive,Packaged Foods,,,"McCormick & Company, Incorporated manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavorful products to the food industry. It operates in two segments, Consumer and Flavor Solutions. The Consumer segment offers spices, herbs, and seasonings, as well as condiments and sauces, and desserts. This segment markets its products under the McCormick, French's, Frank's RedHot, Lawry's Cholula Hot Sauce, Gourmet Garden, Club House, and OLD BAY brands in the Americas; ",消费与零售,必需消费品,,,rule,0.70,0,
ok,MOG-A,Moog Inc.,Industrials,Aerospace & Defense,,,"Moog Inc. designs, manufactures, and integrates precision motion and fluid controls and controls systems for original equipment manufacturers and end users in the aerospace, defense, and industrial markets worldwide. The company's Aircraft Controls segment offers primary and secondary flight controls for military and commercial aircrafts; aftermarket support services; and ground-based navigation aids. Its Space and Defense Controls segment provides controls for spacecrafts, space vehicles, launc",工业与航天,航空航天与国防,,,rule,0.70,0,
ok,MP,MP Materials Corp.,Basic Materials,Industrial Materials,,,"MP Materials Corp. owns and operates rare earth mining and processing facilities. It owns and operates the Mountain Pass Rare Earth mine located in the Western Hemisphere. The company holds the mineral rights to the Mountain Pass mine and surrounding areas, as well as intellectual property rights related to the processing and development of rare earth minerals. It offers cerium, lanthanum, neodymium, praseodymium, and samarium. The company was founded in 2017 and is headquartered in Las Vegas, N",地产与公用,工业建材,,,rule,0.70,0,
ok,MPT,"Medical Properties Trust, Inc.",Real Estate,REIT - Healthcare Facilities,,,"Medical Properties Trust, Inc. is a self-advised real estate investment trust. It engages in the investment, acquisition, and development of net-leased healthcare facilities. Its property portfolio includes rehabilitation hospitals, long-term acute care hospitals, ambulatory surgery centers, hospitals for women and children, regional and community hospitals, medical office buildings, and other single-discipline facilities. The company was founded by Edward K. Aldag Jr., R. Steven Hamner, Emmett ",地产与公用,住宅与商业REIT,,,rule,0.70,0,
ok,MRNA,"Moderna, Inc.",Healthcare,Biotechnology,,,"Moderna, Inc., a biotechnology company, discovers, develops, and commercializes messenger RNA therapeutics and vaccines for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and auto-immune diseases in the United States, Europe, and internationally. Its respiratory vaccines include COVID-19, flu, respiratory syncytial virus, Endemic HCoV, and hMPV+PIV3 vaccines; latent vaccines comprise cytomegalovirus, epstein-barr virus, human immunodeficiency virus",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,NBIX,"Neurocrine Biosciences, Inc.",Healthcare,Biotechnology,,,"Neurocrine Biosciences, Inc. discovers, develops, and markets pharmaceuticals for neurological, endocrine, and psychiatric disorders. The company's portfolio includes treatments for tardive dyskinesia, Parkinson's disease, endometriosis, and uterine fibroids, as well as clinical programs in various therapeutic areas. Its lead asset is INGREZZA, a VMAT2 inhibitor for the treatment of tardive dyskinesia. The company's commercial products include ONGENTYS, a catechol-O-methyltransferase inhibitor u",创新药与生命科学,创新生物科技,,,rule,0.70,0,
ok,NDSN,Nordson Corporation,Industrials,Industrial - Machinery,,,"Nordson Corporation engineers, manufactures, and markets products and systems to dispense, apply, and control adhesives, coatings, polymers, sealants, biomaterials, and other fluids worldwide. It operates through two segments, Industrial Precision Solutions (IPS) and Advanced Technology Solutions (ATS). The IPS segment provides dispensing, coating, and laminating systems for adhesives, lotions, liquids, and fibers to disposable products and roll goods; automated adhesive dispensing systems used ",工业与航天,工业自动化与机械,,,rule,0.70,0,
